t, yaw, pitch, roll, isCalibrated
16.823352,16.791858,0.008046,-0.061227,-0.094426,1
16.838644,16.807147,0.008672,-0.060394,-0.095461,1
16.853504,16.822672,0.009729,-0.060323,-0.096090,1
16.868791,16.837279,0.010813,-0.060335,-0.096685,1
16.883743,16.852282,0.011540,-0.060060,-0.097280,1
16.898702,16.867200,0.011715,-0.059432,-0.097666,1
16.913736,16.882251,0.011785,-0.058397,-0.097366,1
16.928911,16.897404,0.012227,-0.057259,-0.096571,1
16.943702,16.912198,0.013111,-0.056802,-0.095490,1
16.959028,16.927527,0.014004,-0.057088,-0.094235,1
16.973900,16.942398,0.014317,-0.057172,-0.092767,1
16.989126,16.957629,0.014170,-0.056143,-0.091106,1
17.004015,16.972537,0.013996,-0.054519,-0.089435,1
17.019129,16.987637,0.013771,-0.053266,-0.087705,1
17.034070,17.002589,0.013796,-0.052529,-0.086248,1
17.049207,17.017718,0.013710,-0.052054,-0.085028,1
17.064069,17.032580,0.013353,-0.051772,-0.083724,1
17.079339,17.047836,0.012649,-0.051478,-0.082071,1
17.094311,17.062810,0.011700,-0.050930,-0.080225,1
17.109337,17.077835,0.010874,-0.050418,-0.078397,1
17.124273,17.092763,0.010590,-0.050290,-0.076738,1
17.139489,17.107991,0.010562,-0.050180,-0.075495,1
17.154334,17.122865,0.010425,-0.049719,-0.074576,1
17.169898,17.138406,0.010259,-0.049057,-0.073745,1
17.184429,17.152935,0.010487,-0.048797,-0.073165,1
17.199667,17.168172,0.011214,-0.049308,-0.072567,1
17.214426,17.182911,0.011732,-0.050205,-0.071520,1
17.229698,17.198195,0.011428,-0.050702,-0.069859,1
17.244653,17.213193,0.010390,-0.050171,-0.067715,1
17.259731,17.228230,0.009096,-0.049256,-0.065415,1
17.274727,17.243226,0.007959,-0.049067,-0.062973,1
17.289912,17.258411,0.007087,-0.049546,-0.060721,1
17.304767,17.273256,0.006601,-0.050122,-0.059127,1
17.319932,17.288440,0.006254,-0.050463,-0.057941,1
17.334886,17.303380,0.005653,-0.050601,-0.056671,1
17.350178,17.318712,0.005260,-0.050489,-0.055299,1
17.364898,17.333391,0.005082,-0.050103,-0.053795,1
17.380131,17.348623,0.005180,-0.049589,-0.052175,1
17.395149,17.363644,0.005375,-0.049226,-0.050450,1
17.410314,17.378810,0.005128,-0.049292,-0.048685,1
17.425579,17.394075,0.004674,-0.049590,-0.047168,1
17.440319,17.408815,0.004475,-0.049669,-0.046120,1
17.455832,17.424339,0.004697,-0.049566,-0.045662,1
17.470552,17.439040,0.005149,-0.049478,-0.045304,1
17.485290,17.453802,0.005354,-0.049223,-0.044547,1
17.500492,17.468997,0.005129,-0.048531,-0.043072,1
17.515435,17.483947,0.004671,-0.047468,-0.041436,1
17.530750,17.499247,0.004031,-0.046346,-0.040068,1
17.545570,17.514064,0.003492,-0.045346,-0.038923,1
17.560828,17.529326,0.003121,-0.044227,-0.037615,1
17.575545,17.544089,0.003029,-0.042935,-0.036109,1
17.590896,17.559412,0.002960,-0.041829,-0.034440,1
17.605631,17.574130,0.002688,-0.041283,-0.032574,1
17.620952,17.589483,0.002260,-0.041238,-0.030527,1
17.635771,17.604279,0.001894,-0.041332,-0.028575,1
17.651022,17.619610,0.001708,-0.041414,-0.026820,1
17.665886,17.634395,0.001514,-0.041443,-0.025330,1
17.681443,17.649951,0.001176,-0.041638,-0.024043,1
17.695950,17.664449,0.000554,-0.041959,-0.022984,1
17.711250,17.679749,-0.000204,-0.042207,-0.022079,1
17.725987,17.694549,-0.001025,-0.042348,-0.021175,1
17.741169,17.709670,-0.001457,-0.042642,-0.020321,1
17.756126,17.724616,-0.001361,-0.043278,-0.019517,1
17.771471,17.739961,-0.001264,-0.044159,-0.018561,1
17.786150,17.754639,-0.001659,-0.044930,-0.017487,1
17.801412,17.769907,-0.002244,-0.045297,-0.016638,1
17.816342,17.784876,-0.002821,-0.045384,-0.015748,1
17.831573,17.800067,-0.003090,-0.045418,-0.014820,1
17.846437,17.814930,-0.003099,-0.045678,-0.014079,1
17.861573,17.830071,-0.002925,-0.045905,-0.013434,1
17.876499,17.844988,-0.002668,-0.045833,-0.012831,1
17.891769,17.860264,-0.002309,-0.045453,-0.012294,1
17.906530,17.875021,-0.001761,-0.045348,-0.011817,1
17.921753,17.890294,-0.000987,-0.045901,-0.011125,1
17.936596,17.905087,-0.000901,-0.046583,-0.010330,1
17.952097,17.920608,-0.001864,-0.046952,-0.009520,1
17.966771,17.935292,-0.003328,-0.046907,-0.008997,1
17.981987,17.950475,-0.005169,-0.046884,-0.008727,1
17.996761,17.965287,-0.006646,-0.047063,-0.008793,1
18.012097,17.980597,-0.006324,-0.046919,-0.009305,1
